"filename", "language", "JSON", "CSS", "PHP", "Markdown", "JavaScript", "XML", "HTML", "comment", "blank", "total"
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/package.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/phpunit.xml", "XML", 0, 0, 0, 0, 0, 30, 0, 2, 1, 33
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/css/slick-theme.css", "CSS", 0, 170, 0, 0, 0, 0, 0, 4, 31, 205
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/css/slick.css", "CSS", 0, 104, 0, 0, 0, 0, 0, 1, 15, 120
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/css/style.css", "CSS", 0, 9951, 0, 0, 0, 0, 0, 86, 2, 10039
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/css/style.min.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/css/video-js.css", "CSS", 0, 1535, 0, 0, 0, 0, 0, 6, 238, 1779
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/fontello/fontello.svg", "XML", 0, 0, 0, 0, 0, 58, 0, 0, 47, 105
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/inter/demo.html", "HTML", 0, 0, 0, 0, 0, 0, 1003, 0, 31, 1034
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/inter/stylesheet.css", "CSS", 0, 330, 0, 0, 0, 0, 0, 0, 31, 361
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Black.svg", "XML", 0, 0, 0, 0, 0, 3953, 0, 0, 1, 3954
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-BlackItalic.svg", "XML", 0, 0, 0, 0, 0, 4454, 0, 0, 1, 4455
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Bold.svg", "XML", 0, 0, 0, 0, 0, 4001, 0, 0, 1, 4002
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-BoldItalic.svg", "XML", 0, 0, 0, 0, 0, 4028, 0, 0, 1, 4029
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Book.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-BookItalic.svg", "XML", 0, 0, 0, 0, 0, 4156, 0, 0, 1, 4157
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-ExtraLight.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-ExtraLightItalic.svg", "XML", 0, 0, 0, 0, 0, 4161, 0, 0, 1, 4162
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Heavy.svg", "XML", 0, 0, 0, 0, 0, 4317, 0, 0, 1, 4318
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-HeavyItalic.svg", "XML", 0, 0, 0, 0, 0, 4456, 0, 0, 1, 4457
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Light.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-LightItalic.svg", "XML", 0, 0, 0, 0, 0, 4161, 0, 0, 1, 4162
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Regular.svg", "XML", 0, 0, 0, 0, 0, 4056, 0, 0, 1, 4057
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-RegularItalic.svg", "XML", 0, 0, 0, 0, 0, 4158, 0, 0, 1, 4159
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-SemiBold.svg", "XML", 0, 0, 0, 0, 0, 4006, 0, 0, 1, 4007
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-SemiBoldItalic.svg", "XML", 0, 0, 0, 0, 0, 4028, 0, 0, 1, 4029
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-Thin.svg", "XML", 0, 0, 0, 0, 0, 4070, 0, 0, 1, 4071
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/mont/Mont-ThinItalic.svg", "XML", 0, 0, 0, 0, 0, 3992, 0, 0, 1, 3993
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/fonts/slick/slick.svg", "XML", 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/bootstrap.bundle.5.1.3.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/custom.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 4, 7
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/instantpages.5.1.0.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/jquery-3.6.0.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/lazyload.17.6.0.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/lightbox.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 5, 0, 6
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/masonry.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 7, 1, 9
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/slick.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets 12.16.46/js/video.min.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 20, 0, 25
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/css/slick-theme.css", "CSS", 0, 170, 0, 0, 0, 0, 0, 4, 31, 205
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/css/slick.css", "CSS", 0, 104, 0, 0, 0, 0, 0, 1, 15, 120
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/css/style.css", "CSS", 0, 9937, 0, 0, 0, 0, 0, 85, 1, 10023
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/css/style.min.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/css/video-js.css", "CSS", 0, 1535, 0, 0, 0, 0, 0, 6, 238, 1779
